                  Pitcher   G   W   L  SV  HLD  CG  SHO   BF     IP    H  HR   SO  BB  IBB  HB  WP   R  ER     ERA    FIP  kwERA   WHIP ERA+ FIP- kwERA-    Diff    HR%     K%    BB%   K-BB%     GB% Chase%    Con% SwStr%   CSW%  FB Velo                Team League
296          Imai Tatsuya  25  10   8   0    0   2    1  712  173.1  132   8  187  70    2   5   8  52  45    2.34   2.83   3.16   1.17  125   85     87   -0.49   1.1%  26.3%   9.8%   16.4%   50.2%  32.4%   68.0%  15.7%  31.4%     94.9         Seibu Lions     PL
297         Itogawa Ryota   4   0   1   0    0   0    0   21    3.2    5   0    1   6    0   0   0   4   4    9.82   7.45   7.18   3.00   30  224    197    2.37   0.0%   4.8%  28.6%  -23.8%   54.2%  33.6%   70.2%  14.0%  35.1%     89.7         Seibu Lions     PL
298         Kaino Hiroshi  19   0   2   0   11   0    0   81   18.1   15   2   15  10    2   1   0   7   6    2.95   4.67   4.18   1.36   99  141    115   -1.72   2.5%  18.5%  12.3%    6.2%   54.5%  27.7%   70.8%  14.1%  28.4%     96.4         Seibu Lions     PL
299         Mameda Taishi  15   0   1   0    0   0    0   78   15.2   22   1   12  11    1   0   2  12  11    6.32   4.49   4.67   2.11   46  135    128    1.83   1.3%  15.4%  14.1%    1.3%   81.8%  42.3%   71.9%  15.3%  33.9%     92.1         Seibu Lions     PL
300       Masuda Tatsushi  13   0   2   0    3   0    0   48   11.0   15   1    5   2    1   0   0   5   5    4.09   3.91   4.17   1.55   72  118    115    0.18   2.1%  10.4%   4.2%    6.2%    nan%   nan%    nan%   nan%   nan%      NaN         Seibu Lions     PL
301      Matsumoto Wataru  34   1   9   0    6   0    0  284   66.1   54  11   41  29    1   2   1  32  29    3.93   5.41   4.38   1.25   75  163    120   -1.48   3.9%  14.4%  10.2%    4.2%   26.2%  18.9%   81.0%   8.1%  26.5%     90.5         Seibu Lions     PL
302    Mizukami Yoshinobu  29   1   1   0    6   0    0  131   29.0   34   1   13  14    0   1   0  18  17    5.28   4.19   4.88   1.66   56  126    134    1.09   0.8%   9.9%  10.7%   -0.8%   47.4%  19.6%   79.5%   9.8%  19.6%     89.2         Seibu Lions     PL
303         Nakamura Yuta  27   0   1   0    0   0    0  134   32.0   26   2   17  12    3   2   2  12  11    3.09   4.15   4.43   1.19   95  125    122   -1.06   1.5%  12.7%   9.0%    3.7%   41.3%  25.9%   78.3%  10.3%  25.9%     89.7         Seibu Lions     PL
304         Sato Shunsuke  45   2   1   0   17   0    0  149   37.1   20   1   31  17    1   2   1   8   7    1.69   3.30   3.86   0.99  174   99    106   -1.61   0.7%  20.8%  11.4%    9.4%   52.4%  21.0%   86.5%   6.6%  23.8%     91.9         Seibu Lions     PL
305          Sugai Shinya   8   1   2   0    1   0    0  108   24.0   26   4   22  10    0   0   0  14  14    5.25   4.67   3.69   1.50   56  141    101    0.58   3.7%  20.4%   9.3%   11.1%   35.6%  25.8%   75.2%  11.4%  29.0%     87.8         Seibu Lions     PL
306       Sugiyama Haruki   1   0   1   0    0   0    0   17    3.0    5   0    2   0    0   1   1   6   0    0.00   2.75   3.62   1.67  999   83    100   -2.75   0.0%  11.8%   0.0%   11.8%   19.0%  17.1%   82.1%   8.9%  22.8%     87.2         Seibu Lions     PL
307        Sumida Chihiro  26   9  10   0    0   2    1  719  179.1  161  11  154  35    1   3   5  56  55    2.76   2.80   3.14   1.09  106   84     86   -0.04   1.5%  21.4%   4.9%   16.6%   47.3%  31.0%   75.6%  11.7%  30.5%     91.9         Seibu Lions     PL
308           Taira Kaima  22   3   2   0    9   0    0  208   48.2   44   1   43  21    0   5   1  11   9    1.66   3.19   3.74   1.34  177   96    103   -1.53   0.5%  20.7%  10.1%   10.6%   54.8%  30.0%   72.2%  13.7%  28.5%     95.6         Seibu Lions     PL
309          Takahashi Bo  33   2   9   0    7   0    0  315   72.2   70   4   48  27    2   6   2  31  26    3.22   3.84   4.13   1.33   91  116    114   -0.62   1.3%  15.2%   8.6%    6.7%   22.7%  32.7%   76.9%  12.2%  21.4%     92.1         Seibu Lions     PL
310        Takahashi Kona  15   0  11   0    0   0    0  362   81.1   94   5   61  24    0   6   3  39  35    3.87   3.49   3.78   1.45   76  105    104    0.38   1.4%  16.9%   6.6%   10.2%   51.7%  25.6%   81.8%   8.4%  25.3%     93.1         Seibu Lions     PL
311      Takeuchi Natsuki  21  10   6   0    0   1    1  568  145.1  120   6  107  22    0   3   2  39  35    2.17   2.67   3.30   0.98  135   80     91   -0.50   1.1%  18.8%   3.9%   15.0%   41.8%  24.0%   80.1%   9.5%  26.1%     90.0         Seibu Lions     PL
312         Tamura Ichiro  28   1   0   0    1   0    0  122   29.2   24   1   24  11    0   0   0  10   6    1.82   3.02   3.73   1.18  161   91    103   -1.20   0.8%  19.7%   9.0%   10.7%   38.6%  29.7%   76.6%  12.8%  26.2%     90.5         Seibu Lions     PL
313            Ueda Taiga  17   0   0   0    1   0    0   99   23.1   17   2   11  13    0   0   1   7   7    2.70   4.93   5.00   1.29  109  148    138   -2.23   2.0%  11.1%  13.1%   -2.0%   40.7%  20.9%   86.6%   5.6%  21.5%     88.8         Seibu Lions     PL
314       Watanabe Yutaro  14   3   4   0    0   0    0  366   87.2   81   5   50  27    0   5   1  26  26    2.67   3.78   4.17   1.23  110  114    115   -1.11   1.4%  13.7%   7.4%    6.3%   46.8%  28.6%   83.3%   8.5%  24.4%     91.6         Seibu Lions     PL
315             Yan Jefry  37   0   0   0    2   0    0  142   30.2   32   3   35  19    0   2   5  21  19    5.58   4.13   3.67   1.66   53  124    101    1.45   2.1%  24.6%  13.4%   11.3%    nan%   nan%    nan%   nan%   nan%      NaN         Seibu Lions     PL
316            Yoza Kaito   7   1   4   0    0   0    0  106   24.1   22   4   13  11    0   0   0  13  13    4.81   5.51   4.61   1.36   61  166    127   -0.70   3.8%  12.3%  10.4%    1.9%   41.2%  26.4%   84.4%   7.6%  26.1%     81.4         Seibu Lions     PL
317         Fukuda Suguru   2   0   0   0    0   0    0    9    2.0    1   0    1   2    1   0   0   0   0    0.00   5.09   5.91   1.50  999  147    163   -5.09   0.0%  11.1%  22.2%  -11.1%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
318         Fukushima Ren  12   2   3   0    0   0    0  249   61.0   51   6   35  17    0   3   1  33  24    3.54   4.20   4.08   1.11   86  122    112   -0.66   2.4%  14.1%   6.8%    7.2%   36.8%  32.2%   72.7%  13.1%  28.7%     93.4  Nipponham Fighters     PL
319           Hori Mizuki  10   0   0   0    0   0    0   42    8.1   12   2   14   4    0   1   0   9   8    8.64   4.65   2.42   1.92   35  135     67    3.99   4.8%  33.3%   9.5%   23.8%   50.0%  16.7%   42.9%  26.7%  43.3%     90.0  Nipponham Fighters     PL
320         Hosono Haruki   2   0   0   0    0   0    0   39    9.1    8   1    9   4    0   0   1   4   4    3.86   3.84   3.52   1.29   79  111     97    0.02   2.6%  23.1%  10.3%   12.8%   52.3%  26.3%   74.9%  10.9%  28.7%     91.9  Nipponham Fighters     PL
321        Ikeda Takahide  29   2   1   0   15   0    0   93   23.2   14   4   22   9    0   2   2  10  10    3.80   4.82   3.40   0.97   80  140     94   -1.02   4.3%  23.7%   9.7%   14.0%   54.9%  29.4%   75.3%  12.3%  29.2%     92.3  Nipponham Fighters     PL
322           Itoh Hiromi  26  14   5   0    0   5    4  710  176.1  150  14  161  39    0   3   1  60  52    2.65   3.01   3.08   1.07  115   87     85   -0.36   2.0%  22.7%   5.5%   17.2%   45.7%  32.9%   77.1%  11.8%  29.3%     92.9  Nipponham Fighters     PL
323          Kagiya Yohei   1   0   0   0    0   0    0    2    0.2    0   0    0   0    0   0   0   0   0    0.00   3.09   4.80   0.00  999   89    132   -3.09   0.0%   0.0%   0.0%    0.0%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
324        Kanemura Shoma  29   7   6   0    6   0    0  537  136.0  116  11   98  24    0   3   1  38  36    2.38   3.29   3.42   1.03  128   95     94   -0.91   2.0%  18.2%   4.5%   13.8%   47.2%  32.4%   79.0%  10.5%  26.9%     91.0  Nipponham Fighters     PL
325        Katoh Takayuki  27  10   9   0    0   3    2  672  166.2  174  15  103  17    0   1   2  55  50    2.70   3.35   3.52   1.15  113   97     97   -0.65   2.2%  15.3%   2.5%   12.8%   46.2%  25.9%   87.5%   6.2%  28.0%     85.9  Nipponham Fighters     PL
326         Kawano Ryusei  52   1   4   0   33   0    0  168   42.1   33   5   33  11    4   1   4  10  10    2.13   3.91   3.49   1.04  143  113     96   -1.78   3.0%  19.6%   6.5%   13.1%   41.3%  30.7%   70.4%  16.1%  28.9%     90.7  Nipponham Fighters     PL
327         Kitaura Ryuji  12   2   1   0    4   0    0   52   11.1   15   2    6   3    1   0   0   8   4    3.18   5.12   4.22   1.59   96  148    116   -1.94   3.8%  11.5%   5.8%    5.8%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
328         Kitayama Koki  14   5   1   0    1   1    1  320   81.2   52   5   87  28    0   5   1  22  21    2.31   2.97   2.96   0.98  132   86     81   -0.66   1.6%  27.2%   8.8%   18.4%   41.3%  29.1%   78.2%  10.6%  28.1%     93.4  Nipponham Fighters     PL
329           Kuroki Yuta   2   0   0   0    0   0    0    9    2.0    1   0    1   2    0   0   0   1   1    4.50   5.09   5.91   1.50   68  147    163   -0.59   0.0%  11.1%  22.2%  -11.1%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
330    Kuroyanagi Kyosuke   5   0   0   0    0   0    0   25    6.0    3   1    1   5    0   0   0   3   3    4.50   7.42   6.40   1.33   68  215    176   -2.92   4.0%   4.0%  20.0%  -16.0%   70.6%  23.8%   72.1%  13.3%  28.9%     92.1  Nipponham Fighters     PL
331        Matsuura Keito   5   0   0   0    1   0    0   22    4.0    4   0    5   6    0   0   0   3   1    2.25   5.09   5.25   2.50  136  147    144   -2.84   0.0%  22.7%  27.3%   -4.5%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
332       Miyanishi Naoki  30   0   1   0   19   0    0  105   25.2   18   2   24  10    2   0   2  10   6    2.10   3.40   3.47   1.09  145   98     95   -1.30   1.9%  22.9%   9.5%   13.3%   37.5%  23.4%   76.7%   9.8%  28.9%     86.4  Nipponham Fighters     PL
333        Murphy Patrick  40   1   2   0   13   0    0  158   38.2   31   2   30  15    1   3   1  17  14    3.26   3.61   3.85   1.19   94  104    106   -0.35   1.3%  19.0%   9.5%    9.5%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
334      Nabatame Tsubasa  43   1   1   1    9   0    0  172   41.2   48   1   34   9    1   1   1  18  18    3.89   2.49   3.35   1.37   78   72     92    1.40   0.6%  19.8%   5.2%   14.5%   54.2%  30.0%   82.9%   9.5%  21.0%     92.6  Nipponham Fighters     PL
335         Nemoto Haruka   2   0   0   0    0   0    0   29    4.1    7   0    4   7    0   1   1   8   7   14.54   6.78   5.83   3.23   21  196    160    7.76   0.0%  13.8%  24.1%  -10.3%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
336       Rodriguez Bryan  10   1   1   0    3   0    0   36    8.2    9   0    3   2    0   0   0   2   2    2.08   3.09   4.52   1.27  147   89    124   -1.01   0.0%   8.3%   5.6%    2.8%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
337          Saito Yukiya  25   1   1   1    5   0    0  115   26.1   23   2   25  12    0   0   3   6   5    1.71   3.54   3.67   1.33  178  103    101   -1.83   1.7%  21.7%  10.4%   11.3%   56.8%  29.1%   75.1%  12.9%  25.7%     97.0  Nipponham Fighters     PL
338     Sugiura Toshihiro  40   2   0   3   15   0    0  137   34.2   24   1   23  12    0   1   4   8   6    1.56   3.26   4.00   1.04  196   94    110   -1.70   0.7%  16.8%   8.8%    8.0%   44.9%  29.8%   78.9%  10.8%  25.9%     93.4  Nipponham Fighters     PL
339          Suzuki Kenya   8   1   2   0    1   0    0   90   23.0   17   3    6   7    0   1   0   7   7    2.74   5.31   4.91   1.04  111  154    135   -2.57   3.3%   6.7%   7.8%   -1.1%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
340           Tanaka Eito   3   0   0   0    0   0    0   22    4.0    6   2    2   4    0   0   1   5   5   11.25  11.59   5.71   2.50   27  335    157   -0.34   9.1%   9.1%  18.2%   -9.1%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
341          Tanaka Seigi  53   4   4  20   12   0    0  201   49.2   33   4   47  17    2   3   1  14  12    2.17   3.45   3.31   1.01  141  100     91   -1.28   2.0%  23.4%   8.5%   14.9%   44.8%  28.8%   81.0%   9.3%  29.4%     93.6  Nipponham Fighters     PL
342            Tatsu Kota   1   1   0   0    0   0    0   18    5.0    3   0    4   0    0   0   0   0   0    0.00   1.49   2.58   0.60  999   43     71   -1.49   0.0%  22.2%   0.0%   22.2%   45.9%  29.7%   79.4%  10.7%  28.2%     92.1  Nipponham Fighters     PL
343          Uehara Kenta   7   0   5   0    0   0    0  126   25.1   40   2   13  13    1   1   0  26  26    9.24   4.75   4.80   2.09   33  137    132    4.49   1.6%  10.3%  10.3%    0.0%   53.3%  25.6%   74.5%  12.4%  30.5%     92.4  Nipponham Fighters     PL
344         VerHagen Drew   9   2   2   0    0   0    0  199   49.0   44   5   41  10    0   2   2  20  17    3.12   3.48   3.24   1.10   98  101     89   -0.36   2.5%  20.6%   5.0%   15.6%   48.8%  30.6%   74.3%  12.0%  33.2%     93.0  Nipponham Fighters     PL
345       Yamamoto Takumi  36   6   0   0    3   0    0  161   39.2   35   2   30   9    1   2   1   9   8    1.82   3.06   3.50   1.11  168   89     96   -1.24   1.2%  18.6%   5.6%   13.0%   44.8%  32.5%   70.3%  15.9%  29.5%     93.7  Nipponham Fighters     PL
346      Yamasaki Sachiya  24  10   6   0    0   2    0  600  147.2  142  17   74  28    1   4   3  57  52    3.17   4.23   4.03   1.15   96  122    111   -1.06   2.8%  12.3%   4.7%    7.7%   45.8%  22.5%   85.8%   6.4%  28.0%     86.0  Nipponham Fighters     PL
347       Yanagawa Taisei  21   1   3   8    1   0    0   93   22.0   11   0   20  15    0   0   2  11  10    4.09   3.32   4.26   1.18   75   96    117    0.77   0.0%  21.5%  16.1%    5.4%   42.3%  25.2%   76.7%  12.0%  26.2%     94.0  Nipponham Fighters     PL
348           Yazawa Kota  17   1   2   0    3   0    0   62   13.1   11   0   12  13    1   0   1   7   6    4.05   4.21   4.96   1.80   75  122    136   -0.16   0.0%  19.4%  21.0%   -1.6%    nan%   nan%    nan%   nan%   nan%      NaN  Nipponham Fighters     PL
349        Zabala Aneurys  16   0   0   1    1   0    0   61   15.0    7   1   15   8    0   1   0   4   2    1.20   3.75   3.65   1.00  254  109    100   -2.55   1.6%  24.6%  13.1%   11.5%   16.7%  29.2%   66.7%  15.8%  23.7%     97.3  Nipponham Fighters     PL
